study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,984,20160506,e43260d89f26c92a3b54f8f7bec4cdaf,05/06/2016 12:56,05/06/2016 13:00,4,Keep,BA,d14860f22640d2185716cb086c00a08ca0645925b9ca8a574a3b2f6fdbb7c92f,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,4,1,1,1,4,1,1,1,4,2,1,4,2,1,1,1,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,31
study3,985,20160506,eff6ff3d0820a2b74ea1d2bce853a0c5,05/06/2016 12:53,05/06/2016 13:03,10,Keep,GB,5998a9eb2ba4bc9fd6864c4bd0e37305c76d9f73c5eb5e1220a8e5e47681fea2,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,5,4,1,1,3,2,1,1,2,1,1,3,2,1,1,3,B,a,1,0,2,1,8,3,3,6,2,5,4,5,2,2,6,2,7,2,1,2,1,8,4,1,74
study3,986,20160506,71cf315a6da551137f71b837d4b87b90,05/06/2016 13:26,05/06/2016 13:34,8,Keep,GB,2ce8b113c19a42676eeb3b5baed8941b2b6e75e78380ca8a1a62aea0fd613529,3,Age 35-44,2,35_to_54,Male,LibDem,Remain,a,1,1,1,2,3,1,2,1,4,2,1,1,5,1,1,2,B,b,2,1,6,1,9,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,35
study3,987,20160506,c96c8527fa241c863be1c34a7dafcaf5,05/06/2016 13:33,05/06/2016 13:48,15,Keep,AT,b495aa1e63075bd93277d253a42a1e3f377473058b18be808021b239b179bed7,2,Age 25-34,1,18_to_34,Male,SNP,Remain,a,1,1,1,4,1,1,1,1,1,1,3,2,1,2,1,1,A,b,2,1,8,2,8,1,7,1,3,2,2,2,1,6,3,6,2,1,4,3,3,1,4,7,67
study3,988,20160506,,,05/06/2016 14:08,61195088,Keep,GB,ca91d8993c1a543a56cb3cdbe5c4a06c8faa8765f881047f8d693f51e3b6bcc1,2,Age 25-34,1,18_to_34,Female,Green,Remain,c,5,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,A,a,1,0,1,1,9,1,1,9,1,1,1,2,1,1,1,5,6,1,4,1,1,1,4,4,55
study3,989,20160506,56979e6d95846baa6bc54bce23cd6a7e,05/06/2016 14:10,05/06/2016 14:18,8,Keep,GB,ca91d8993c1a543a56cb3cdbe5c4a06c8faa8765f881047f8d693f51e3b6bcc1,2,Age 25-34,1,18_to_34,Male,Green,Remain,a,1,1,1,4,3,2,1,4,3,3,1,1,4,1,5,3,A,b,2,1,5,1,4,1,6,1,9,1,3,9,1,5,4,7,3,1,5,1,6,1,9,8,85
study3,990,20160506,5e786b1bca56d790ab41f3fd8bd8c8b5,05/06/2016 14:41,05/06/2016 14:52,11,Keep,GB,039a1404b90c1493c00b45aecf7786ab6e7c111839d6959628aa3a51a69159ff,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,3,2,2,2,2,2,2,2,2,1,1,4,2,1,4,A,b,2,1,4,1,6,1,6,1,7,3,3,6,1,2,2,6,4,1,8,1,6,2,2,2,70
study3,991,20160506,a712f6dcb0304e1118d8f51828b6281f,05/06/2016 14:46,05/06/2016 14:52,6,Keep,GB,e4541503db3253ac5473a02337e398bbd76e8518cd5df64ef5d2545dd88b650c,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,1,2,1,1,2,2,2,1,1,1,1,4,1,1,1,1,B,b,2,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,30
study3,992,20160506,,,05/06/2016 15:03,61195143,Keep,GB,2151bf66dc7dc65b916176ab7a4de773351f9264c10e85abeb0244f882044bea,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,1,3,1,1,1,1,1,4,4,1,1,1,2,2,1,1,A,b,2,1,2,1,9,1,1,1,3,1,2,1,1,5,1,1,1,1,2,1,1,1,5,2,41
study3,993,20160506,1ddbcfe9afde513220608d75c8031150,05/06/2016 16:41,05/06/2016 16:54,13,Keep,GB,3dfb0201ced6a51b84b158ba54c75d4b6919570f6beed07910948db03022f473,4,Age 45-54,2,35_to_54,Female,UKIP,Leave,a,1,5,4,5,3,3,4,5,3,5,5,3,1,1,4,5,B,b,2,1,1,9,1,5,1,9,1,9,9,1,9,1,9,4,2,9,4,9,4,8,5,9,109
study3,994,20160506,6f00fb21c62d389621899965504973d1,05/06/2016 16:42,05/06/2016 16:55,13,Keep,GB,5157ef437a65f721504ebd5eef5ddf8fb8df6e5ad40a33d7c76602238827d21c,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,3,5,3,3,2,2,3,2,2,3,3,3,5,1,1,3,B,b,2,1,2,1,8,1,1,2,2,2,1,8,2,5,8,8,5,3,7,1,3,3,5,5,80
study3,995,20160506,c57dd1b13161e51e8b4b59287f254b2b,05/06/2016 16:44,05/06/2016 16:57,13,Keep,GB,9a5fe7010b90b80b891b1939a3b1ebba90ec6c552367b7a9abff752842a8ac1d,1,Age 18-24,1,18_to_34,Female,NoVote,NoVote,d,5,3,1,1,3,4,3,3,3,3,1,1,2,1,1,3,A,a,1,0,4,4,5,8,6,8,5,9,6,7,3,9,8,5,9,3,5,3,5,9,9,8,130
study3,996,20160506,c676ed07bda19587203b9180cae39d59,05/06/2016 17:04,05/06/2016 17:07,3,Keep,GB,af0e582301b0eebdca5444f069c3db18cb46a03db8cf7b1bbc9c908b5ea43584,1,Age 18-24,1,18_to_34,Male,Green,Remain,a,1,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,A,a,1,0,3,1,9,2,3,3,1,3,3,1,2,1,3,1,2,1,1,1,2,2,2,1,44
study3,997,20160506,473cbe2ee9befc554b0251e3483bc703,05/06/2016 17:07,05/06/2016 17:14,7,Keep,GB,d86617c1a16ff5deef1ea7e2e956b360852d70bd05502e7c50c8674f3df9dc90,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,2,1,1,2,9,1,1,1,1,1,1,1,1,1,38
study3,998,20160506,2f31e2e3559832f8e0d2c830799f611a,05/06/2016 17:07,05/06/2016 17:20,13,Keep,GB,a6c78a203c80ad59d3a59df8b847c4dc9d3285d660d5ca12f71e275936a1b4db,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,1,2,5,5,5,3,5,4,5,4,4,4,4,1,2,5,B,b,2,1,5,1,7,1,2,1,6,1,2,3,1,6,3,7,3,1,3,1,3,1,4,4,60
study3,999,20160506,4a0845fe027e11bb60ef2171a1afe3d3,05/06/2016 17:20,05/06/2016 17:31,11,Keep,GB,be57fb26c6690939097f8251d923d8d83d48e9c7e0f48d534493f19ea17cbddd,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,4,1,3,3,4,1,3,1,4,1,1,1,1,1,1,3,B,a,1,0,2,1,9,2,2,5,2,5,1,2,3,3,1,1,2,1,1,2,1,3,1,1,48
study3,1000,20160506,d252f7db59f55596ccac8022f67baa07,05/06/2016 8:33,05/06/2016 17:32,539,Keep,GB,30b9bc976d99e9eda98f930732fe1b5677a2b5991eab1d7fa686de91d506826e,1,Age 18-24,1,18_to_34,Male,Con,Remain,a,1,2,1,2,4,2,3,3,4,3,1,5,2,1,2,3,A,a,1,0,6,2,8,1,4,3,2,5,1,2,1,2,2,1,5,1,2,9,1,2,4,6,62
study3,1001,20160506,31f30038ec2facd124296c156432856c,05/06/2016 17:14,05/06/2016 17:43,29,Keep,GB,4841e3d12fd160ec576e86c3dd2b8a945c71e633dc93d4ef428be866e4d0c615,1,Age 18-24,1,18_to_34,Female,LibDem,Remain,a,2,2,1,2,2,2,1,3,2,3,1,2,1,1,1,2,B,b,2,1,5,1,9,1,6,1,3,4,4,6,1,3,2,6,4,3,6,1,4,1,3,2,70
study3,1002,20160506,e488a596c1dcdbcf5488a2a0be7c89dd,05/06/2016 17:36,05/06/2016 17:46,10,Keep,GB,7dd4884a9ef65d247212967e943af141f44370c400790b034284ad1c78ef86c1,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,4,4,1,2,1,1,1,1,4,1,1,4,3,1,1,2,B,b,2,1,8,1,8,2,7,5,7,5,3,7,1,3,4,5,3,3,4,1,6,1,2,5,82
study3,1003,20160506,0ab87af8d59e3e98bd8e99feff8de453,05/06/2016 17:42,05/06/2016 17:49,7,Keep,GB,9d4b86b96a9a42a45d942caadb3d41231d7119bb62e9db5df12ce532d7687a18,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,B,b,2,1,3,1,9,1,5,1,2,2,3,1,1,1,1,1,5,1,2,1,1,9,1,1,49
study3,1004,20160506,3894bb5ad22bf4c2d5889f65bc60bd44,05/06/2016 17:48,05/06/2016 17:53,5,Keep,GB,b50120a78bcee8379b2e3fc9ee749042a0cb50af1d8b898cbdd14bcc381869bc,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,2,4,1,1,2,1,1,1,2,2,1,5,1,1,1,1,A,a,1,0,1,1,9,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,33
study3,1005,20160506,56b4dfaecffa02d9c153440f51473bdf,05/06/2016 17:56,05/06/2016 18:04,8,Keep,GB,dccc7b012c1312c1e79042ee24c1cb9fb8fabbfa48ad1bf413f8545028972fb1,4,Age 45-54,2,35_to_54,Female,NoVote,Remain,a,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,B,b,2,1,6,1,8,1,3,3,2,3,4,8,1,8,3,2,5,2,2,1,3,1,3,3,66
study3,1006,20160506,a93f093138cc731c98530d6869a9138e,05/06/2016 18:01,05/06/2016 18:06,5,Keep,GB,ece29960709d907139a9ed5c49e44e660347ede8b99ffad60743b5ede10b1b64,1,Age 18-24,1,18_to_34,Female,Green,Remain,c,1,2,1,3,3,2,2,3,3,4,2,1,3,1,2,3,A,b,2,1,4,2,7,1,6,3,6,4,3,4,2,4,2,6,4,3,3,1,5,3,5,3,75
study3,1007,20160506,23cdec4774976b4d92a8befe373baee4,05/06/2016 18:38,05/06/2016 18:46,8,Keep,GB,4a6b7464a40b8e9d25a299b0a0a6b4d67e4ee8d2f190a8f702343ff652a26e53,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,5,3,1,1,1,1,1,1,3,1,1,4,1,5,1,1,A,a,1,0,2,5,5,1,5,7,4,5,3,5,1,8,3,6,6,8,5,9,1,6,9,9,106
study3,1008,20160506,b14db74cf14306765905f3a7cc945392,05/06/2016 19:40,05/06/2016 19:53,13,Keep,GB,a379c94b2945c93b00e577107a16a0cf7aabaa5398b0904ecfc24626b655a0ee,3,Age 35-44,2,35_to_54,Female,Labour,Leave,a,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,B,a,1,0,1,1,1,9,5,9,9,9,9,9,1,5,5,9,5,9,9,1,9,9,9,9,140
study3,1009,20160506,b89bed1314745d207676930034bd6cf0,05/06/2016 20:08,05/06/2016 20:13,5,Keep,GB,5b1947868ddd81f980cf51e8a2a7be86744b45580147cd1d319778ad1a0b9060,1,Age 18-24,1,18_to_34,Female,Con,Remain,a,1,5,2,1,2,1,2,2,2,2,2,1,4,2,2,1,A,a,1,0,6,1,8,1,6,1,2,1,3,3,1,3,1,2,2,1,2,1,2,1,3,4,48
study3,1010,20160506,be8379f3ab528bbf965e235538d9fa5d,05/06/2016 20:05,05/06/2016 20:14,9,Keep,GB,54a462ed23086fe086a43131df13919dc3b2e5f6d8391fe33b495422b41cc259,1,Age 18-24,1,18_to_34,Female,Labour,Leave,a,1,1,4,3,5,2,3,1,5,3,2,3,4,4,1,4,B,b,2,1,1,1,9,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,1,37
study3,1011,20160506,453dba26cc7caae4b4a17268bf1ea535,05/06/2016 20:33,05/06/2016 20:42,9,Keep,GB,bbe6662728211be17b85048fdbe40738ceb265101f9e1e51779b953aecd97f32,1,Age 18-24,1,18_to_34,Female,NoVote,Remain,a,3,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,B,b,2,1,6,1,9,1,2,2,1,4,3,1,2,1,6,1,9,3,1,1,7,2,3,6,65
study3,1012,20160506,588786691b34c8c8d3629e8f5e879074,05/06/2016 21:24,05/06/2016 21:34,10,Keep,CA,3b866073db5d10630c9bfcc3a45279d7d175600ad92912b13cd6833f92143434,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,5,2,1,4,4,2,4,1,2,2,2,1,4,1,2,5,A,b,2,1,3,4,6,4,4,8,4,5,3,6,6,5,7,4,7,4,6,1,4,9,7,4,104
study3,1013,20160506,81202785e9ecf69ef0fdcfabe84cd11d,05/06/2016 21:44,05/06/2016 21:52,8,Keep,GB,7dc92af9aebe26b3c21bd3ac7e19cb29ccf45f9b14c2dd92c3f86e1dfde1690b,1,Age 18-24,1,18_to_34,Male,UKIP,Leave,a,1,5,4,4,4,5,4,4,4,5,3,1,4,1,3,4,B,a,1,0,7,2,3,3,7,5,5,7,8,5,4,6,5,6,6,3,3,5,7,5,8,5,106
study3,1014,20160506,45f1957413fa4e7f9e188477620fd016,05/06/2016 22:52,05/06/2016 22:58,6,Keep,GB,517ac5c7dab80b3d3be98baccd6e802d05218407ba591f03aec87e620d41cf14,3,Age 35-44,2,35_to_54,Male,Con,Leave,a,1,3,4,4,5,3,4,4,5,4,4,1,3,2,1,5,A,a,1,0,6,2,9,1,6,1,4,1,3,1,1,4,3,1,3,1,3,1,2,2,4,2,53
study3,1015,20160507,,,05/07/2016 2:18,61195818,Keep,GB,dffa688e847d4134566a104c8fd6f943ee7b08e2a77ed497b53643c02c126912,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,A,a,1,0,1,1,9,1,1,1,1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,44
study3,1016,20160507,aac69d1b06aa84b7906612097a78ca84,05/07/2016 2:13,05/07/2016 2:19,6,Keep,GB,17245f7a81d800319b02e62116ad951c80880b51d27271d09f998ff15d49439c,1,Age 18-24,1,18_to_34,Male,UKIP,Leave,a,4,5,4,3,4,3,5,5,5,5,5,1,4,3,5,5,A,a,1,0,2,9,2,8,8,6,9,8,8,9,8,9,9,8,5,8,8,7,8,7,9,9,153
study3,1017,20160507,64884e78aeb8705f1dc7db62c5af3df3,05/07/2016 3:12,05/07/2016 3:18,6,Keep,GB,f94fd9ac63561e153febb66a9bb389025a8e5a07089f0826c1d27c0e0fc3c596,1,Age 18-24,1,18_to_34,Male,LibDem,Remain,a,1,5,1,1,1,1,1,2,1,1,1,4,1,1,1,2,A,a,1,0,7,1,8,1,7,1,1,4,3,1,1,6,1,1,3,1,1,1,2,1,7,1,52
study3,1018,20160507,0a42a73d18b5e0e3b8d8404d33d4f143,05/07/2016 3:46,05/07/2016 3:53,7,Keep,GB,5bdc8de9ff624a2f6f272ccc69d4666c65011da304c3095af7b32288470d9af6,1,Age 18-24,1,18_to_34,Male,Green,Remain,a,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,B,b,2,1,2,1,9,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30
study3,1019,20160507,280e49373f2a965c8ac185e2d25e22a5,05/07/2016 3:51,05/07/2016 3:58,7,Keep,FR,260d0b6d156a164f7552155be0679e3b7fa7f9e1cb92ec2f22d7b716e7f6ce11,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,4,1,1,3,1,1,3,2,2,1,4,1,2,2,3,B,b,2,1,2,1,9,1,1,1,1,8,8,2,3,2,2,2,2,1,1,1,1,2,4,2,54
study3,1020,20160507,de8b1bfcb9dbc5ab659576f8194c24ea,05/07/2016 3:59,05/07/2016 4:07,8,Keep,GB,27e9fa031072d9e32f503578ee0889b3b99a7ede91d90c7da4e59839596ce987,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,2,4,4,4,2,2,4,4,3,5,4,2,2,1,2,3,A,b,2,1,4,1,8,1,3,1,1,1,1,2,1,7,2,5,3,1,1,1,1,1,3,2,46
study3,1021,20160507,17bb64c382dac100e68bd98e1fe21f96,05/07/2016 4:13,05/07/2016 4:21,8,Keep,GB,1f959bdd16894a9073e7f21fd92988e30ecccb7d7e9823748c8e584083c1f286,3,Age 35-44,2,35_to_54,Female,Green,Leave,a,2,4,4,4,4,2,4,4,5,2,4,1,2,1,2,2,A,b,2,1,4,1,7,2,4,2,4,3,4,6,2,6,4,4,6,2,4,3,3,3,6,6,81
study3,1022,20160507,ce08f79bc892112604b3e2915ee49cd9,05/07/2016 4:23,05/07/2016 4:23,0,Remove,GB,1f959bdd16894a9073e7f21fd92988e30ecccb7d7e9823748c8e584083c1f286,3,Age 35-44,2,35_to_54,Female,Green,Leave,a,2,4,4,4,4,2,4,4,5,2,4,1,2,1,2,2,A,b,2,1,4,1,7,2,4,2,4,3,4,6,2,6,4,4,6,2,4,3,3,3,6,6,81
study3,1023,20160507,14a3eed7eb7eca2361a44edd8ad87060,05/07/2016 4:18,05/07/2016 4:28,10,Keep,GB,77bafa1a3d4420f45cb0587a769e57f80f37648027208ae263320821f746439d,1,Age 18-24,1,18_to_34,Female,Con,Remain,a,2,4,1,2,2,1,1,3,3,4,1,2,2,2,1,3,B,b,2,1,6,1,4,1,4,2,3,6,4,3,2,3,2,4,4,2,3,2,4,3,2,5,63
study3,1024,20160507,24cc3cb290a0b5a231c1e52fb8251e30,05/07/2016 4:17,05/07/2016 4:34,17,Keep,GB,831b6dbe9022e2946dec9cbe0936ae9bf0261f569c0f8cf7603168b331c60e7e,6,Age 65+,3,55_and_over,Female,SNP,Remain,a,4,1,4,3,2,2,2,3,4,4,1,2,4,1,1,2,B,b,2,1,5,7,4,1,3,2,7,3,3,7,1,7,1,8,2,6,8,1,7,2,2,6,81
study3,1025,20160507,e83dc64a64d8a821206b68acb3b720d4,05/07/2016 4:30,05/07/2016 4:38,8,Keep,GB,3548f14674c465e2d8d474d84203d67467c5d46df900211f4e613ec2e8481b90,4,Age 45-54,2,35_to_54,Female,LibDem,Remain,a,3,5,4,5,4,2,2,2,3,5,2,4,3,1,1,1,B,b,2,1,6,1,6,1,4,1,4,4,3,6,1,4,1,7,4,1,1,1,4,1,4,4,62
study3,1026,20160507,ade7ee8746447a3261f7e293226fafc9,05/07/2016 3:50,05/07/2016 4:40,50,Keep,GB,7233769c568a6fd3a8ec152d28d863daf689303a96f2c594dcd0c6b2203f5c8f,4,Age 45-54,2,35_to_54,Female,SNP,Remain,a,4,1,2,3,5,1,2,2,5,3,2,2,2,2,1,4,B,b,2,1,7,9,1,1,3,2,2,1,1,2,2,5,3,3,2,2,2,1,2,2,1,2,40
study3,1027,20160507,e09f48d1e380b766cb0b276c19712154,05/07/2016 4:33,05/07/2016 4:40,7,Keep,GB,7ae93f353137dd8e9244a9022bf1d8e3cc3beb0d13fe1dcd929b4d2d6f467435,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,2,2,3,5,5,1,3,3,1,4,5,1,3,1,1,3,B,a,1,0,4,1,9,1,2,1,5,1,1,3,1,6,1,5,1,2,5,1,2,3,3,5,58
study3,1028,20160507,1fd93825057681f20f39a5bb37abed5a,05/07/2016 4:29,05/07/2016 4:42,13,Keep,GB,d02d372800ea226ae6789ab7171bb192ff7effdd14ba0a6bce669c1e0a5acace,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,3,5,5,5,5,3,5,1,1,1,1,1,5,3,3,5,B,b,2,1,3,1,6,9,6,7,1,9,9,4,9,1,8,2,9,3,3,9,2,9,9,2,117
study3,1029,20160507,00cf2dd9b4b370b8a223e2dc79626766,05/07/2016 4:21,05/07/2016 4:47,26,Keep,GB,cb06d91287b0f861883bc5d5616d72815e828a6d02bc0f30c988b3b0d6c18505,2,Age 25-34,1,18_to_34,Female,UKIP,Leave,a,3,4,5,4,3,2,5,3,4,5,5,1,3,1,2,4,B,b,2,1,7,5,4,3,7,3,7,3,4,3,3,5,4,8,6,2,3,3,7,1,4,4,84
study3,1030,20160507,091936c0f23ff1abeabf565636f01de1,05/07/2016 4:42,05/07/2016 4:49,7,Keep,GB,d3c01b379392954c1b1cb7d3e2fb12bfa22966fc8675d252162f945f5bc4a2b5,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,1,4,1,2,4,1,2,2,2,2,1,4,1,1,1,2,A,a,1,0,1,1,9,1,2,1,1,9,1,1,1,2,1,2,2,1,1,1,1,1,2,1,41
study3,1031,20160507,5b888860f31d5fbffcaba4116eee8cba,05/07/2016 4:57,05/07/2016 5:01,4,Keep,GB,6413aaacd9d90efd1b3e96bd6267c84ce56af5e8dac406966be5b74b6ae5cc18,1,Age 18-24,1,18_to_34,Female,Labour,Remain,b,2,4,2,2,2,2,1,2,3,2,2,2,2,1,1,4,A,b,2,1,1,2,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29
study3,1032,20160507,43bfb8102be49fed654507ab462aac13,05/07/2016 5:02,05/07/2016 5:06,4,Keep,GB,1f0e2eb7e82558114fa5ab50492c3fe6f0977428968062cd071805757d69356d,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,1,1,1,1,4,1,1,1,2,1,1,2,2,1,1,2,B,b,2,1,6,1,9,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,32
study3,1033,20160507,14869f50bd1a031763f709f140507c40,05/07/2016 4:58,05/07/2016 5:07,9,Keep,GB,38b488639f62f65618b40818f09c9080c46faccfbe2ad4099799603401b0fb52,4,Age 45-54,2,35_to_54,Female,SNP,Leave,a,1,2,4,4,5,4,5,5,5,5,4,4,3,1,2,2,A,a,1,0,3,1,7,2,2,2,8,5,3,6,1,7,2,5,4,1,8,1,1,1,2,2,70
study3,1034,20160507,3cd804c50a970aefaad6d4ab9ef830e1,05/07/2016 4:16,05/07/2016 5:08,52,Keep,GB,550fe766cb264725824f2d96aacde84f4579753befca5ab173cd2088e70f965c,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,5,5,1,5,5,5,5,5,5,5,5,4,1,1,3,5,A,b,2,1,2,1,2,2,2,5,9,5,2,9,1,9,1,9,1,4,9,1,8,1,3,9,92
study3,1035,20160507,8d256269e4a30cfbfd7abfd6993bb519,05/07/2016 5:03,05/07/2016 5:10,7,Keep,GB,f4a14ed387f0eca4b703dc8536030971ecad3edad96e6d2a371ceabd41ea4235,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,4,2,4,5,4,2,4,4,4,4,4,1,4,1,2,4,B,b,2,1,6,1,3,1,6,4,7,4,3,7,2,8,3,7,3,1,1,1,5,1,2,5,74
study3,1036,20160507,dfedce502d2632c2f767db8330515621,05/07/2016 5:06,05/07/2016 5:11,5,Keep,GB,9535e28fc71f4850817fe02251058acb6b1c38d74f28575637c0e3d1fd137f19,6,Age 65+,3,55_and_over,Female,Labour,Leave,a,1,2,4,5,4,2,3,1,5,4,4,1,4,1,1,3,B,b,2,1,1,2,9,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,4,1,40
study3,1037,20160507,b9fde847d6249a25e49e83f4c8f13883,05/07/2016 4:55,05/07/2016 5:13,18,Keep,GB,ece623c830b3f549956e3e69705728feb6464b188fdd0d4df8620ee8005ef8a0,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,4,5,1,5,5,4,5,5,5,5,5,1,5,1,2,5,A,a,1,0,1,1,1,5,1,3,9,5,1,9,5,7,1,9,1,6,9,1,9,1,5,1,89
study3,1038,20160507,63aad04ce60a5ae00f8b2a931ce0ded6,05/07/2016 5:08,05/07/2016 5:15,7,Keep,GB,9d8e38dcca10281ac5f9b6f29993a9fa556daaa0cf22fba044c0bafaf68ba32a,2,Age 25-34,1,18_to_34,Male,Green,Remain,a,1,1,1,1,4,1,1,2,2,2,1,2,1,1,1,1,B,b,2,1,5,1,9,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,32
study3,1039,20160507,4619367607b7bc13e4350faeb7e18c5d,05/07/2016 5:03,05/07/2016 5:24,21,Keep,GB,971efbbed91670fefb4b7ff89768b812047622d2e81158f3315af1663604e2ca,5,Age 55-64,3,55_and_over,Female,Con,Remain,a,5,5,1,2,2,2,2,3,2,2,1,3,4,2,3,3,B,b,2,1,7,1,7,1,3,2,3,2,2,4,1,3,1,5,2,1,5,1,2,1,1,7,54
study3,1040,20160507,bc89d8dcd864933e0b9d107f442ab19b,05/07/2016 5:09,05/07/2016 5:25,16,Keep,GB,193b8303f06953130478b7cec3a70c7554818d3c29136b16bc4a2305cf046135,5,Age 55-64,3,55_and_over,Female,Green,Leave,a,1,2,2,5,5,4,5,5,5,5,4,1,3,1,4,3,B,b,2,1,2,1,1,9,2,1,6,6,8,9,1,6,1,8,1,1,8,1,1,1,1,2,74
study3,1041,20160507,,,05/07/2016 5:27,61196007,Keep,GB,7fcc321c7b9ae118ef06e8de1dec2023646f313175efb36fa225e21ff5ce4958,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,1,1,1,2,1,1,1,4,1,1,4,2,1,1,1,A,a,1,0,2,1,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29
study3,1042,20160507,0d7e523fb6152dffb698ccb5afe4f130,05/07/2016 5:10,05/07/2016 5:44,34,Keep,US,ff05d38b232f683d99c65b0a43734116ff91d309523f1475c10073906d7aa8b5,6,Age 65+,3,55_and_over,Female,LibDem,Leave,a,4,1,2,4,5,2,2,4,4,3,3,1,3,1,1,4,A,a,1,0,4,1,5,7,1,6,2,3,4,6,5,6,9,4,4,6,6,4,3,8,6,5,100
study3,1043,20160507,e78536f97b3b95d80078e47652aafae3,05/07/2016 6:15,05/07/2016 6:16,1,Remove,GB,949433866b56cb3990bfac6b2c2e6cf751c2f6e5a951e4e54b98969c957e4b80,3,Age 35-44,2,35_to_54,Female,UKIP,Leave,a,1,1,4,5,5,3,5,5,5,5,5,4,3,1,3,5,B,a,1,0,1,1,1,1,1,1,9,1,5,7,3,7,2,5,2,1,7,1,5,1,2,5,67
study3,1044,20160507,5e0eba4f4047a6ad8502bb342b3ee331,05/07/2016 6:15,05/07/2016 6:21,6,Keep,GB,1378539f3d9741d74f7bea647021809f83c6153c8c72dd94e5d02a10cb25d72a,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,3,5,2,5,5,5,5,5,5,5,5,1,4,1,3,4,B,b,2,1,3,1,7,2,2,3,8,8,6,5,2,5,3,7,3,1,5,1,6,2,5,4,85
study3,1045,20160507,613e5a12070019c231fec8d01bd17b5e,05/07/2016 6:23,05/07/2016 6:30,7,Keep,GB,cd183168817147685550f73b7fe09e5db07085a8970b1737bd4e982ded49cac4,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,2,1,2,1,1,3,1,3,1,1,5,1,1,1,3,A,a,1,0,1,1,9,1,1,1,1,1,1,1,1,9,1,7,1,1,5,1,5,1,1,1,50
